regime,prevalence,policy,knob,coverage,escalation_rate,false_reject_rate,false_accept_rate,cost_per_item
target_0.02,0.02,ours,2.446153846153846,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.0,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.02833413960536321,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.05666827921072642,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.08500241881608962,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.11333655842145283,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.14167069802681603,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.17000483763217925,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.19833897723754246,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.22667311684290567,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.2550072564482689,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.28334139605363207,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.3116755356589953,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.3400096752643585,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.36834381486972173,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.3966779544750849,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.42501209408044816,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.45334623368581134,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.4816803732911745,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.5100145128965378,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.538348652501901,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.5666827921072641,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.5950169317126274,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.6233510713179906,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.6516852109233539,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.680019350528717,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.7083534901340802,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.7366876297394435,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.7650217693448066,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.7933559089501698,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.8216900485555331,1.0,0.0,0.0,1.0,0.19999999999999998
target_0.02,0.02,naive,0.8500241881608963,1.0,0.0,0.0,1.0,0.19999999999999998
