regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
native,0.225,0.8682692307692307,0.0,0.0,1.0,True
native,0.225,0.8682692307692307,0.02019230769230769,0.020192307692307686,1.0,True
native,0.225,0.8682692307692307,0.04038461538461538,0.03987980769230769,0.9875,True
native,0.225,0.8682692307692307,0.06057692307692307,0.05338341346153845,0.88125,True
native,0.225,0.8682692307692307,0.08076923076923076,0.06562499999999999,0.8125,True
native,0.225,0.8682692307692307,0.10096153846153845,0.09510216346153846,0.75625,True
native,0.225,0.8682692307692307,0.12115384615384614,0.10052884615384614,0.675,True
native,0.225,0.8682692307692307,0.14134615384615384,0.10885817307692307,0.6375,True
native,0.225,0.8682692307692307,0.16153846153846152,0.11668269230769228,0.60625,True
native,0.225,0.8682692307692307,0.1817307692307692,0.1232451923076923,0.575,True
native,0.225,0.8682692307692307,0.2019230769230769,0.11466346153846155,0.475,True
native,0.225,0.8682692307692307,0.2221153846153846,0.12286658653846153,0.46875,True
native,0.225,0.8682692307692307,0.24230769230769228,0.14653846153846156,0.45,True
native,0.225,0.8682692307692307,0.26249999999999996,0.15234375,0.4375,True
native,0.225,0.8682692307692307,0.2826923076923077,0.15764423076923076,0.425,True
native,0.225,0.8682692307692307,0.30288461538461536,0.1643329326923077,0.41875,True
native,0.225,0.8682692307692307,0.32307692307692304,0.17278846153846153,0.41875,True
native,0.225,0.8682692307692307,0.3432692307692307,0.17695312499999996,0.40625,True
native,0.225,0.8682692307692307,0.3634615384615384,0.17834134615384617,0.3875,True
native,0.225,0.8682692307692307,0.3836538461538461,0.18376802884615384,0.38125,True
native,0.225,0.8682692307692307,0.4038461538461538,0.18389423076923078,0.3625,True
native,0.225,0.8682692307692307,0.4240384615384615,0.1885637019230769,0.35625,True
native,0.225,0.8682692307692307,0.4442307692307692,0.1874278846153846,0.3375,True
native,0.225,0.8682692307692307,0.4644230769230769,0.18263221153846151,0.3125,True
native,0.225,0.8682692307692307,0.48461538461538456,0.18591346153846153,0.30625,True
native,0.225,0.8682692307692307,0.5048076923076923,0.17316706730769232,0.26875,True
native,0.225,0.8682692307692307,0.5249999999999999,0.17859374999999997,0.26875,True
native,0.225,0.8682692307692307,0.5451923076923076,0.18061298076923077,0.2625,True
native,0.225,0.8682692307692307,0.5653846153846154,0.1823798076923077,0.25625,True
native,0.225,0.8682692307692307,0.585576923076923,0.1875540865384615,0.25625,True
