regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
target_0.02_realistic,1.156,0.9684466019417476,1.7584951456310678,1.2080650485436895,0.14106666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,1.7839805825242718,1.2116601941747571,0.14106666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,1.8094660194174756,1.1265915048543687,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.8349514563106795,1.1289378640776697,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.8604368932038835,1.131284223300971,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.8859223300970873,1.133630582524272,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.9114077669902911,1.1359769417475727,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.9368932038834952,1.1383233009708735,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.962378640776699,1.140669660194175,0.09206666666666667,True
target_0.02_realistic,1.156,0.9684466019417476,1.9878640776699028,1.1093548543689322,0.07513333333333333,True
target_0.02_realistic,1.156,0.9684466019417476,2.0133495145631066,1.111269660194175,0.07513333333333333,True
target_0.02_realistic,1.156,0.9684466019417476,2.0388349514563107,1.1131844660194172,0.07513333333333333,True
target_0.02_realistic,1.156,0.9684466019417476,2.0643203883495147,1.1150992718446602,0.07513333333333333,True
target_0.02_realistic,1.156,0.9684466019417476,2.0898058252427183,1.1170140776699031,0.07513333333333333,True
target_0.02_realistic,1.156,0.9684466019417476,2.1152912621359223,1.1572366504854372,0.07433333333333333,False
target_0.02_realistic,1.156,0.9684466019417476,2.140776699029126,1.1774184466019417,0.07353333333333334,False
target_0.02_realistic,1.156,0.9684466019417476,2.16626213592233,1.177126213592233,0.07253333333333334,False
target_0.02_realistic,1.156,0.9684466019417476,2.191747572815534,1.1772213592233007,0.07173333333333334,False
target_0.02_realistic,1.156,0.9684466019417476,2.2172330097087376,1.141060922330097,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.2427184466019416,1.142452427184466,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.2682038834951457,1.143843932038835,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.2936893203883493,1.1452354368932038,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.3191747572815533,1.146626941747573,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.3446601941747574,1.1480184466019419,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.370145631067961,1.1494099514563108,0.0546,True
target_0.02_realistic,1.156,0.9684466019417476,2.395631067961165,1.1703223300970873,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.421116504854369,1.1717087378640776,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.4466019417475726,1.173095145631068,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.4720873786407767,1.1744815533980586,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.4975728155339807,1.1758679611650484,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.5230582524271843,1.1772543689320387,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.5485436893203883,1.178640776699029,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.574029126213592,1.1800271844660195,0.054400000000000004,False
target_0.02_realistic,1.156,0.9684466019417476,2.599514563106796,1.1808936893203883,0.054200000000000005,False
target_0.02_realistic,1.156,0.9684466019417476,2.625,1.1817499999999999,0.054000000000000006,False
target_0.02_realistic,1.156,0.9684466019417476,2.6504854368932036,1.1877747572815534,0.03726666666666667,False
