regime,prevalence,cost_matrix,policy,knob,coverage,escalation_rate,false_reject_rate,false_accept_rate,cost_per_item
target_0.02_realistic,0.02,100/3/1,ours,0.7203883495145632,0.0498,0.9502,0.0,1.0,1.0302
target_0.02_realistic,0.02,100/3/1,ours,0.7718446601941749,0.0498,0.9502,0.0,1.0,1.0302
target_0.02_realistic,0.02,100/3/1,ours,0.8233009708737865,0.0498,0.9502,0.0,1.0,1.0302
target_0.02_realistic,0.02,100/3/1,ours,0.8747572815533982,0.0502,0.9498000000000004,0.0,1.0,1.0698
target_0.02_realistic,0.02,100/3/1,ours,0.9262135922330098,0.13366666666666666,0.8663333333333334,0.0,1.0,1.1663333333333334
target_0.02_realistic,0.02,100/3/1,ours,0.9776699029126215,0.26573333333333327,0.7342666666666666,0.0,1.0,1.1742666666666666
target_0.02_realistic,0.02,100/3/1,ours,1.0291262135922332,0.3149333333333333,0.6850666666666665,0.0,1.0,1.1450666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.0805825242718448,0.46333333333333326,0.5366666666666665,0.0,1.0,1.1366666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.1320388349514565,0.6105333333333333,0.38946666666666657,0.0,1.0,1.0094666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.183495145631068,0.6929999999999998,0.30699999999999994,0.0,1.0,1.0070000000000001
target_0.02_realistic,0.02,100/3/1,ours,1.2349514563106798,0.6929999999999998,0.30699999999999994,0.0,1.0,1.0070000000000001
target_0.02_realistic,0.02,100/3/1,ours,1.2864077669902914,0.7262666666666666,0.2737333333333333,0.0,1.0,1.0337333333333334
target_0.02_realistic,0.02,100/3/1,ours,1.3378640776699031,0.7597333333333334,0.24026666666666668,0.0,1.0,1.0802666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.3893203883495147,0.7599333333333333,0.2400666666666666,0.0,1.0,1.1000666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.4407766990291264,0.7599333333333333,0.2400666666666666,0.0,1.0,1.1000666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.492233009708738,0.8093333333333332,0.19066666666666668,0.0,1.0,1.0906666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.5436893203883497,0.8426000000000002,0.1574,0.0,1.0,1.1174
target_0.02_realistic,0.02,100/3/1,ours,1.5951456310679613,0.8426000000000002,0.1574,0.0,1.0,1.1174
target_0.02_realistic,0.02,100/3/1,ours,1.646601941747573,0.8426000000000002,0.1574,0.0,1.0,1.1174
target_0.02_realistic,0.02,100/3/1,ours,1.6980582524271848,0.8589333333333335,0.14106666666666667,0.0,1.0,1.1010666666666666
target_0.02_realistic,0.02,100/3/1,ours,1.7495145631067963,0.8589333333333335,0.14106666666666667,0.0,1.0,1.1010666666666666
target_0.02_realistic,0.02,100/3/1,ours,1.800970873786408,0.8589333333333335,0.14106666666666667,0.0,1.0,1.1010666666666666
target_0.02_realistic,0.02,100/3/1,ours,1.8524271844660196,0.9079333333333338,0.09206666666666667,0.0,1.0,1.0520666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.9038834951456314,0.9079333333333338,0.09206666666666667,0.0,1.0,1.0520666666666667
target_0.02_realistic,0.02,100/3/1,ours,1.955339805825243,0.9079333333333338,0.09206666666666667,0.0,1.0,1.0520666666666667
target_0.02_realistic,0.02,100/3/1,ours,2.0067961165048547,0.9248666666666668,0.07513333333333333,0.0,0.9411764705882353,1.0351333333333332
target_0.02_realistic,0.02,100/3/1,ours,2.0582524271844664,0.9248666666666668,0.07513333333333333,0.0,0.9411764705882353,1.0351333333333332
target_0.02_realistic,0.02,100/3/1,ours,2.1097087378640778,0.925266666666667,0.07473333333333335,0.0,0.9056603773584905,1.0347333333333333
target_0.02_realistic,0.02,100/3/1,ours,2.1611650485436895,0.9274666666666667,0.07253333333333334,0.0,0.796875,1.0925333333333334
target_0.02_realistic,0.02,100/3/1,ours,2.2126213592233013,0.9454,0.0546,0.0,0.7083333333333333,1.0746
target_0.02_realistic,0.02,100/3/1,ours,2.264077669902913,0.9454,0.0546,0.0,0.7083333333333333,1.0746
target_0.02_realistic,0.02,100/3/1,ours,2.3155339805825244,0.9454,0.0546,0.0,0.7083333333333333,1.0746
target_0.02_realistic,0.02,100/3/1,ours,2.366990291262136,0.9454,0.0546,0.0,0.7083333333333333,1.0746
target_0.02_realistic,0.02,100/3/1,ours,2.418446601941748,0.9456000000000001,0.054400000000000004,0.0,0.7123287671232876,1.0943999999999998
target_0.02_realistic,0.02,100/3/1,ours,2.4699029126213596,0.9456000000000001,0.054400000000000004,0.0,0.7123287671232876,1.0943999999999998
target_0.02_realistic,0.02,100/3/1,ours,2.5213592233009714,0.9456000000000001,0.054400000000000004,0.0,0.7123287671232876,1.0943999999999998
target_0.02_realistic,0.02,100/3/1,ours,2.5728155339805827,0.9456000000000001,0.054400000000000004,0.0,0.7123287671232876,1.0943999999999998
target_0.02_realistic,0.02,100/3/1,ours,2.6242718446601945,0.9460000000000003,0.054000000000000006,0.0,0.6933333333333332,1.0939999999999999
target_0.02_realistic,0.02,100/3/1,ours,2.6757281553398062,0.9629333333333333,0.03706666666666667,0.017241379310344824,0.6666666666666666,1.1260666666666668
target_0.02_realistic,0.02,100/3/1,ours,2.727184466019418,0.9629333333333333,0.03706666666666667,0.017241379310344824,0.6666666666666666,1.1260666666666668
target_0.02_realistic,0.02,100/3/1,ours,2.7786407766990293,0.9631333333333334,0.03686666666666667,0.017241379310344824,0.6582278481012658,1.1258666666666666
target_0.02_realistic,0.02,100/3/1,ours,2.830097087378641,0.9806666666666667,0.019333333333333334,0.033898305084745756,0.6117647058823529,1.1573333333333333
target_0.02_realistic,0.02,100/3/1,ours,2.881553398058253,0.9982000000000004,0.0018000000000000002,0.04999999999999999,0.6043956043956044,1.2488
target_0.02_realistic,0.02,100/3/1,ours,2.9330097087378646,1.0,0.0,0.04999999999999999,0.5499999999999999,1.2469999999999999
target_0.02_realistic,0.02,100/3/1,ours,2.984466019417476,1.0,0.0,0.04999999999999999,0.5499999999999999,1.2469999999999999
target_0.02_realistic,0.02,100/3/1,ours,3.0359223300970877,1.0,0.0,0.04999999999999999,0.5499999999999999,1.2469999999999999
target_0.02_realistic,0.02,100/3/1,ours,3.0873786407766994,1.0,0.0,0.04999999999999999,0.5499999999999999,1.2469999999999999
target_0.02_realistic,0.02,100/3/1,naive,0.0,1.0,0.0,0.06666666666666665,0.47999999999999987,1.156
target_0.02_realistic,0.02,100/3/1,naive,0.005305888757109642,0.9340666666666667,0.06593333333333333,0.07142857142857142,0.4948453608247421,1.2219333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.010611777514219285,0.9004000000000001,0.0996,0.05555555555555553,0.49999999999999994,1.1666
target_0.02_realistic,0.02,100/3/1,naive,0.01591766627132893,0.9002000000000001,0.0998,0.05555555555555553,0.5054945054945055,1.1667999999999998
target_0.02_realistic,0.02,100/3/1,naive,0.02122355502843857,0.8673333333333335,0.13266666666666665,0.057692307692307675,0.49999999999999994,1.1796666666666666
target_0.02_realistic,0.02,100/3/1,naive,0.02652944378554821,0.8181333333333333,0.18186666666666668,0.04081632653061224,0.5056179775280898,1.1798666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.03183533254265786,0.8179333333333334,0.18206666666666665,0.04081632653061224,0.49999999999999994,1.1600666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.0371412212997675,0.8177333333333333,0.18226666666666666,0.04081632653061224,0.4942528735632183,1.1402666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.04244711005687714,0.8005999999999999,0.1994,0.041666666666666664,0.4698795180722891,1.0774000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.04775299881398678,0.7997999999999998,0.2002,0.041666666666666664,0.45569620253164556,1.0182
target_0.02_realistic,0.02,100/3/1,naive,0.05305888757109642,0.7667333333333333,0.23326666666666665,0.04347826086956522,0.45454545454545453,1.0312666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.05836477632820607,0.6844666666666666,0.3155333333333332,0.024390243902439025,0.45945945945945943,1.0445333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.06367066508531571,0.6836666666666665,0.3163333333333333,0.024390243902439025,0.4428571428571429,0.9853333333333334
target_0.02_realistic,0.02,100/3/1,naive,0.06897655384242535,0.6344666666666666,0.3655333333333332,0.026315789473684216,0.4347826086956522,1.0145333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.074282442599535,0.6177333333333334,0.38226666666666664,0.027027027027027032,0.4328358208955224,1.0112666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.07958833135664463,0.5844666666666666,0.4155333333333332,0.028571428571428574,0.40625,0.9845333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.08489422011375428,0.5516,0.4484,0.030303030303030304,0.39682539682539686,0.9974000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.09020010887086392,0.4695333333333333,0.5304666666666665,0.03571428571428572,0.37704918032786894,1.0394666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.09550599762797356,0.41993333333333327,0.5800666666666665,0.04,0.36206896551724144,1.0490666666666666
target_0.02_realistic,0.02,100/3/1,naive,0.1008118863850832,0.3868666666666665,0.6131333333333333,0.04347826086956524,0.33928571428571436,1.0421333333333334
target_0.02_realistic,0.02,100/3/1,naive,0.10611777514219284,0.33746666666666664,0.6625333333333332,0.05000000000000002,0.3333333333333333,1.0715333333333332
target_0.02_realistic,0.02,100/3/1,naive,0.11142366389930249,0.3048,0.6952,0.055555555555555566,0.3333333333333333,1.1042
target_0.02_realistic,0.02,100/3/1,naive,0.11672955265641213,0.2878666666666666,0.7121333333333333,0.05882352941176471,0.29411764705882365,1.0611333333333335
target_0.02_realistic,0.02,100/3/1,naive,0.12203544141352177,0.2713333333333333,0.7286666666666666,0.0625,0.2800000000000001,1.0576666666666665
target_0.02_realistic,0.02,100/3/1,naive,0.12734133017063143,0.2056,0.7943999999999999,0.08333333333333333,0.25000000000000006,1.0834
target_0.02_realistic,0.02,100/3/1,naive,0.13264721892774106,0.18866666666666668,0.8113333333333334,0.09090909090909091,0.2,1.0403333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.1379531076848507,0.15560000000000002,0.8444,0.1111111111111111,0.1627906976744186,1.0334
target_0.02_realistic,0.02,100/3/1,naive,0.14325899644196033,0.155,0.8450000000000001,0.1111111111111111,0.125,0.9940000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.14856488519907,0.13866666666666666,0.8613333333333333,0.125,0.125,1.0103333333333333
target_0.02_realistic,0.02,100/3/1,naive,0.15387077395617962,0.12233333333333334,0.8776666666666667,0.14285714285714285,0.125,1.0266666666666668
target_0.02_realistic,0.02,100/3/1,naive,0.15917666271328926,0.08946666666666667,0.9105333333333336,0.0,0.10256410256410255,0.9905333333333335
target_0.02_realistic,0.02,100/3/1,naive,0.16448255147039892,0.08926666666666667,0.9107333333333336,0.0,0.07894736842105263,0.9707333333333334
target_0.02_realistic,0.02,100/3/1,naive,0.16978844022750855,0.07273333333333334,0.9272666666666671,0.0,0.08108108108108107,0.9872666666666667
target_0.02_realistic,0.02,100/3/1,naive,0.17509432898461819,0.05620000000000001,0.9438000000000001,0.0,0.05555555555555555,0.9838000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.18040021774172785,0.05600000000000001,0.9440000000000002,0.0,0.02857142857142857,0.9640000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.18570610649883748,0.0558,0.9442000000000002,0.0,0.0,0.9442
target_0.02_realistic,0.02,100/3/1,naive,0.19101199525594711,0.023133333333333332,0.976866666666667,0.0,0.0,0.9768666666666667
target_0.02_realistic,0.02,100/3/1,naive,0.19631788401305678,0.023133333333333332,0.976866666666667,0.0,0.0,0.9768666666666667
target_0.02_realistic,0.02,100/3/1,naive,0.2016237727701664,0.023133333333333332,0.976866666666667,0.0,0.0,0.9768666666666667
target_0.02_realistic,0.02,100/3/1,naive,0.20692966152727604,0.0068000000000000005,0.9932000000000004,,0.0,0.9932000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.21223555028438568,0.0068000000000000005,0.9932000000000004,,0.0,0.9932000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.21754143904149534,0.0066,0.9934000000000005,,0.0,0.9934000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.22284732779860497,0.0066,0.9934000000000005,,0.0,0.9934000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.2281532165557146,0.0064,0.9936,,0.0,0.9936
target_0.02_realistic,0.02,100/3/1,naive,0.23345910531282427,0.0064,0.9936,,0.0,0.9936
target_0.02_realistic,0.02,100/3/1,naive,0.2387649940699339,0.0062000000000000015,0.9938,,0.0,0.9938
target_0.02_realistic,0.02,100/3/1,naive,0.24407088282704353,0.0062000000000000015,0.9938,,0.0,0.9938
target_0.02_realistic,0.02,100/3/1,naive,0.2493767715841532,0.005800000000000001,0.9942000000000002,,0.0,0.9942
target_0.02_realistic,0.02,100/3/1,naive,0.25468266034126286,0.005800000000000001,0.9942000000000002,,0.0,0.9942
target_0.02_realistic,0.02,100/3/1,naive,0.2599885490983725,0.005600000000000001,0.9944000000000003,,0.0,0.9944000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.2652944378554821,0.0054,0.9946000000000004,,0.0,0.9946000000000002
target_0.02_realistic,0.02,100/3/1,naive,0.27060032661259176,0.0054,0.9946000000000004,,0.0,0.9946000000000002
target_0.02_realistic,0.02,100/3/1,naive,0.2759062153697014,0.005,0.9950000000000004,,0.0,0.9950000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.281212104126811,0.0048000000000000004,0.9952,,0.0,0.9952
target_0.02_realistic,0.02,100/3/1,naive,0.28651799288392066,0.004600000000000002,0.9954000000000001,,0.0,0.9954000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.29182388164103035,0.004600000000000002,0.9954000000000001,,0.0,0.9954000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.29712977039814,0.004600000000000002,0.9954000000000001,,0.0,0.9954000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.3024356591552496,0.004600000000000002,0.9954000000000001,,0.0,0.9954000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.30774154791235925,0.004600000000000002,0.9954000000000001,,0.0,0.9954000000000001
target_0.02_realistic,0.02,100/3/1,naive,0.3130474366694689,0.004200000000000001,0.9958000000000002,,0.0,0.9958
target_0.02_realistic,0.02,100/3/1,naive,0.3183533254265785,0.0,1.0,,,1.0
